Created by PLY version 3.4 (http://www.dabeaz.com/ply)

Grammar

Rule 0     S' -> Pgm
    SUPER           shift and go to state 91
    INPUT           shift and go to state 61
    NEW             shift and go to state 64

    false                          shift and go to state 71
    Do_while                       shift and go to state 58
    Input                          shift and go to state 59
    Print                          shift and go to state 60
    MethodCall                     shift and go to state 63
    Return                         shift and go to state 76
    super                          shift and go to state 66
    Stmt                           shift and go to state 67
    While                          shift and go to state 72
    Lhs                            shift and go to state 73
    intconst                       shift and go to state 75
    ArrayAccess                    shift and go to state 77
    Dec                            shift and go to state 78
    true                           shift and go to state 79
    Assign                         shift and go to state 80
    Block                          shift and go to state 81
    for                            shift and go to state 65
    this                           shift and go to state 84
    FieldAccess                    shift and go to state 85
    Primary                        shift and go to state 86
    NewObject                      shift and go to state 88
    If                             shift and go to state 93
    SE                             shift and go to state 92
    Inc                            shift and go to state 90

state 46

    (33) Formals -> Type Var . COMMA Formals
    (34) Formals -> Type Var .

    COMMA           shift and go to state 94
    RPAREN          reduce using rule 34 (Formals -> Type Var .)


state 47

    (19) MemberDecl -> FunDecl .

    INT             reduce using rule 19 (MemberDecl -> FunDecl .)
    BOOL            reduce using rule 19 (MemberDecl -> FunDecl .)
    VOID            reduce using rule 19 (MemberDecl -> FunDecl .)
    animal          reduce using rule 19 (MemberDecl -> FunDecl .)
    dog             reduce using rule 19 (MemberDecl -> FunDecl .)
    RCURLY          reduce using rule 19 (MemberDecl -> FunDecl .)


state 48

    (17) MemberDeclstar -> MemberDecl . MemberDeclstar
    (16) MemberDeclstar -> . empty
    (17) MemberDeclstar -> . MemberDecl MemberDeclstar
    (4) empty -> .
    (18) MemberDecl -> . VarDecl
    (19) MemberDecl -> . FunDecl
    (8) VarDecl -> . Type VarList SEMICOLON
    (9) FunDecl -> . Type Var LPAREN FormalsQ RPAREN Stmt
    (24) Type -> . INT
    (25) Type -> . BOOL
    (26) Type -> . VOID
    (27) Type -> . Type LSQR RSQR
    (28) Type -> . animal
    (29) Type -> . dog

    RCURLY          reduce using rule 4 (empty -> .)
    INT             shift and go to state 13
    BOOL            shift and go to state 6
    VOID            shift and go to state 1
    animal          shift and go to state 5
    dog             shift and go to state 12

    FunDecl                        shift and go to state 47
    VarDecl                        shift and go to state 51
    MemberDecl                     shift and go to state 48
    MemberDeclstar                 shift and go to state 95
    Type                           shift and go to state 2
    empty                          shift and go to state 50

state 49

    (10) ClassDecl -> CLASS class_name ExtendsQ LCURLY MemberDeclstar . RCURLY

    RCURLY          shift and go to state 96


state 50

    (16) MemberDeclstar -> empty .

    RCURLY          reduce using rule 16 (MemberDeclstar -> empty .)


state 51

    (18) MemberDecl -> VarDecl .

    INT             reduce using rule 18 (MemberDecl -> VarDecl .)
    BOOL            reduce using rule 18 (MemberDecl -> VarDecl .)
    VOID            reduce using rule 18 (MemberDecl -> VarDecl .)
    animal          reduce using rule 18 (MemberDecl -> VarDecl .)
    dog             reduce using rule 18 (MemberDecl -> VarDecl .)
    RCURLY          reduce using rule 18 (MemberDecl -> VarDecl .)


state 52

    (65) Return -> RETURN . AEQ SEMICOLON
    (63) AEQ -> . empty
    (64) AEQ -> . AE
    (4) empty -> .
    (68) AE -> . AE TIMES AE
    (69) AE -> . AE SLASH AE
    (70) AE -> . AE PLUS AE
    (71) AE -> . AE MINUS AE
    (72) AE -> . AE LT AE
    (73) AE -> . AE EQ AE
    (74) AE -> . AE GT AE
    (75) AE -> . AE GTEQ AE
    (76) AE -> . AE LTEQ AE
    (77) AE -> . AE NEQ AE
    (78) AE -> . AE LAND AE
    (79) AE -> . AE LOR AE
    (80) AE -> . AE MOD AE
    (81) AE -> . MINUS AE
    (82) AE -> . NOT AE
    (83) AE -> . Primary
    (84) AE -> . SE
    (85) AE -> . NewArray
    (86) Primary -> . intconst
    (87) Primary -> . true
    (88) Primary -> . false
    (89) Primary -> . this
    (90) Primary -> . super
    (91) Primary -> . Input
    (92) Primary -> . LPAREN AE RPAREN
    (93) Primary -> . FieldAccess
    (94) Primary -> . ArrayAccess
    (95) Primary -> . NewObject
    (45) SE -> . Assign
    (46) SE -> . MethodCall
    (112) NewArray -> . NEW Type DimExpr Dimstar
    (96) intconst -> . NUMBER
    (97) true -> . TRUE
    (98) false -> . FALSE
    (99) this -> . THIS
    (100) super -> . SUPER
    (101) Input -> . INPUT LPAREN RPAREN
    (103) FieldAccess -> . Primary DOT IDENTIFIER
    (104) FieldAccess -> . IDENTIFIER
    (102) ArrayAccess -> . Primary LSQR AE RSQR
    (110) NewObject -> . NEW animal LPAREN RPAREN
    (111) NewObject -> . NEW dog LPAREN RPAREN
    (47) Assign -> . Lhs EQUALS AE
    (48) Assign -> . Lhs Inc
    (49) Assign -> . Lhs Dec
    (50) Assign -> . Inc Lhs
    (51) Assign -> . Dec Lhs
    (105) MethodCall -> . FieldAccess LPAREN ArgsQ RPAREN
    (66) Lhs -> . FieldAccess
    (67) Lhs -> . ArrayAccess
    (53) Inc -> . INC
    (52) Dec -> . DEC

    SEMICOLON       reduce using rule 4 (empty -> .)
    MINUS           shift and go to state 98
    NOT             shift and go to state 106
    LPAREN          shift and go to state 74
    NEW             shift and go to state 99
    NUMBER          shift and go to state 55
    TRUE            shift and go to state 89
    FALSE           shift and go to state 83
    THIS            shift and go to state 87
    SUPER           shift and go to state 91
    INPUT           shift and go to state 61
    IDENTIFIER      shift and go to state 69
    INC             shift and go to state 68
    DEC             shift and go to state 62

    AEQ                            shift and go to state 97
    false                          shift and go to state 71
    true                           shift and go to state 79
    Input                          shift and go to state 59
    MethodCall                     shift and go to state 63
    NewArray                       shift and go to state 100
    empty                          shift and go to state 101
    AE                             shift and go to state 102
    Lhs                            shift and go to state 73
    intconst                       shift and go to state 75
    ArrayAccess                    shift and go to state 103
    Dec                            shift and go to state 78
    super                          shift and go to state 66
    Assign                         shift and go to state 80
    this                           shift and go to state 84
    FieldAccess                    shift and go to state 104
    Primary                        shift and go to state 105
    NewObject                      shift and go to state 88
    SE                             shift and go to state 107
    Inc                            shift and go to state 90

state 53

    (59) Do_while -> DO . Stmt WHILE AE SEMICOLON
    (37) Stmt -> . SE SEMICOLON
    (38) Stmt -> . Print
    (39) Stmt -> . Block
    (40) Stmt -> . If
    (41) Stmt -> . While
    (42) Stmt -> . for
    (43) Stmt -> . Do_while
    (44) Stmt -> . Return
    (45) SE -> . Assign
    (46) SE -> . MethodCall
    (54) Print -> . PRINT LPAREN AE RPAREN SEMICOLON
    (55) Block -> . LCURLY VarDeclstar Stmtstar RCURLY
    (56) If -> . IF AE THEN Stmt
    (57) If -> . IF AE THEN Stmt ELSE Stmt
    (58) While -> . WHILE AE DO Stmt
    (60) for -> . FOR LPAREN SEQ SEMICOLON AEQ SEMICOLON SEQ RPAREN Stmt
    (59) Do_while -> . DO Stmt WHILE AE SEMICOLON
    (65) Return -> . RETURN AEQ SEMICOLON
    (47) Assign -> . Lhs EQUALS AE
    (48) Assign -> . Lhs Inc
    (49) Assign -> . Lhs Dec
    (50) Assign -> . Inc Lhs
    (51) Assign -> . Dec Lhs
    (105) MethodCall -> . FieldAccess LPAREN ArgsQ RPAREN
    (66) Lhs -> . FieldAccess
    (67) Lhs -> . ArrayAccess
    (53) Inc -> . INC
    (52) Dec -> . DEC
    (103) FieldAccess -> . Primary DOT IDENTIFIER
    (104) FieldAccess -> . IDENTIFIER
    (102) ArrayAccess -> . Primary LSQR AE RSQR
    (86) Primary -> . intconst
    (87) Primary -> . true
    (88) Primary -> . false
    (89) Primary -> . this
    (90) Primary -> . super
    (91) Primary -> . Input
    (92) Primary -> . LPAREN AE RPAREN
    (93) Primary -> . FieldAccess
    (94) Primary -> . ArrayAccess
    (95) Primary -> . NewObject
    (96) intconst -> . NUMBER
    (97) true -> . TRUE
    (98) false -> . FALSE
    (99) this -> . THIS
    (100) super -> . SUPER
    (101) Input -> . INPUT LPAREN RPAREN
    (110) NewObject -> . NEW animal LPAREN RPAREN
    (111) NewObject -> . NEW dog LPAREN RPAREN

    PRINT           shift and go to state 54
    LCURLY          shift and go to state 56
    IF              shift and go to state 82
    WHILE           shift and go to state 57
    FOR             shift and go to state 70
    DO              shift and go to state 53
    RETURN          shift and go to state 52
    INC             shift and go to state 68
    DEC             shift and go to state 62
    IDENTIFIER      shift and go to state 69
    LPAREN          shift and go to state 74
    NUMBER          shift and go to state 55
    TRUE            shift and go to state 89
    FALSE           shift and go to state 83
    THIS            shift and go to state 87
    SUPER           shift and go to state 91
    INPUT           shift and go to state 61
    NEW             shift and go to state 64

    false                          shift and go to state 71
    Do_while                       shift and go to state 58
    Input                          shift and go to state 59
    Print                          shift and go to state 60
    MethodCall                     shift and go to state 63
    Return                         shift and go to state 76
    super                          shift and go to state 66
    Stmt                           shift and go to state 108
    While                          shift and go to state 72
    Lhs                            shift and go to state 73
    intconst                       shift and go to state 75
    ArrayAccess                    shift and go to state 77
    Dec                            shift and go to state 78
    true                           shift and go to state 79
    Assign                         shift and go to state 80
    Block                          shift and go to state 81
    for                            shift and go to state 65
    this                           shift and go to state 84
    FieldAccess                    shift and go to state 85
    Primary                        shift and go to state 86
    NewObject                      shift and go to state 88
    If                             shift and go to state 93
    SE                             shift and go to state 92
    Inc                            shift and go to state 90

state 54

    (54) Print -> PRINT . LPAREN AE RPAREN SEMICOLON

    LPAREN          shift and go to state 109


state 55

    (96) intconst -> NUMBER .

    DOT             reduce using rule 96 (intconst -> NUMBER .)
    LSQR            reduce using rule 96 (intconst -> NUMBER .)
    TIMES           reduce using rule 96 (intconst -> NUMBER .)
    SLASH           reduce using rule 96 (intconst -> NUMBER .)
    PLUS            reduce using rule 96 (intconst -> NUMBER .)
    MINUS           reduce using rule 96 (intconst -> NUMBER .)
    LT              reduce using rule 96 (intconst -> NUMBER .)
    EQ              reduce using rule 96 (intconst -> NUMBER .)
    GT              reduce using rule 96 (intconst -> NUMBER .)
    GTEQ            reduce using rule 96 (intconst -> NUMBER .)
    LTEQ            reduce using rule 96 (intconst -> NUMBER .)
    NEQ             reduce using rule 96 (intconst -> NUMBER .)
    LAND            reduce using rule 96 (intconst -> NUMBER .)
    LOR             reduce using rule 96 (intconst -> NUMBER .)
    MOD             reduce using rule 96 (intconst -> NUMBER .)
    SEMICOLON       reduce using rule 96 (intconst -> NUMBER .)
    DO              reduce using rule 96 (intconst -> NUMBER .)
    RPAREN          reduce using rule 96 (intconst -> NUMBER .)
    THEN            reduce using rule 96 (intconst -> NUMBER .)
    COMMA           reduce using rule 96 (intconst -> NUMBER .)
    RSQR            reduce using rule 96 (intconst -> NUMBER .)


state 56

    (55) Block -> LCURLY . VarDeclstar Stmtstar RCURLY
    (22) VarDeclstar -> . empty
    (23) VarDeclstar -> . VarDecl VarDeclstar
    (4) empty -> .
    (8) VarDecl -> . Type VarList SEMICOLON
    (24) Type -> . INT
    (25) Type -> . BOOL
    (26) Type -> . VOID
    (27) Type -> . Type LSQR RSQR
    (28) Type -> . animal
    (29) Type -> . dog

    PRINT           reduce using rule 4 (empty -> .)
    LCURLY          reduce using rule 4 (empty -> .)
    IF              reduce using rule 4 (empty -> .)
    WHILE           reduce using rule 4 (empty -> .)
    FOR             reduce using rule 4 (empty -> .)
    DO              reduce using rule 4 (empty -> .)
    RETURN          reduce using rule 4 (empty -> .)
    INC             reduce using rule 4 (empty -> .)
    DEC             reduce using rule 4 (empty -> .)
    IDENTIFIER      reduce using rule 4 (empty -> .)
    LPAREN          reduce using rule 4 (empty -> .)
    NUMBER          reduce using rule 4 (empty -> .)
    TRUE            reduce using rule 4 (empty -> .)
    FALSE           reduce using rule 4 (empty -> .)
    THIS            reduce using rule 4 (empty -> .)
